Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2022-01-12 08:00:00,Germany,Germany,DE,571.97,652.78,37.43,30.27,entsoe.eu,false,
2022-01-12 09:00:00,Germany,Germany,DE,552.35,631.91,39.32,32.39,entsoe.eu,false,
2022-01-12 10:00:00,Germany,Germany,DE,532.28,611.73,40.46,33.6,entsoe.eu,false,
2022-01-12 11:00:00,Germany,Germany,DE,516.27,595.84,40.94,34.14,entsoe.eu,false,
2022-01-12 12:00:00,Germany,Germany,DE,508.81,587.48,41.71,34.54,entsoe.eu,false,
2022-01-12 13:00:00,Germany,Germany,DE,516.26,594.88,40.93,33.23,entsoe.eu,false,
2022-01-12 14:00:00,Germany,Germany,DE,531.98,609.89,40.5,32.71,entsoe.eu,false,
2022-01-12 15:00:00,Germany,Germany,DE,543.05,621.42,39.7,32.53,entsoe.eu,false,
2022-01-12 16:00:00,Germany,Germany,DE,536.05,612.78,41.23,34.6,entsoe.eu,false,
2022-01-12 17:00:00,Germany,Germany,DE,531.08,607.68,41.34,34.69,entsoe.eu,false,
2022-01-12 18:00:00,Germany,Germany,DE,525.91,602.8,41.18,34.39,entsoe.eu,false,
2022-01-12 19:00:00,Germany,Germany,DE,515.57,591.82,41.71,34.83,entsoe.eu,false,
2022-01-12 20:00:00,Germany,Germany,DE,507.86,582.8,42.65,35.66,entsoe.eu,false,
2022-01-12 21:00:00,Germany,Germany,DE,511.79,585.98,43.27,36.27,entsoe.eu,false,
2022-01-12 22:00:00,Germany,Germany,DE,506.06,578.14,45.19,37.96,entsoe.eu,false,
2022-01-12 23:00:00,Germany,Germany,DE,492.63,562.28,47.75,40.53,entsoe.eu,false,
2022-01-13 00:00:00,Germany,Germany,DE,481.98,550.06,49.38,42.37,entsoe.eu,false,
2022-01-13 01:00:00,Germany,Germany,DE,467.77,534.88,50.64,43.8,entsoe.eu,false,
2022-01-13 02:00:00,Germany,Germany,DE,461.37,527.71,51.39,44.63,entsoe.eu,false,
2022-01-13 03:00:00,Germany,Germany,DE,458.82,525.09,51.44,44.81,entsoe.eu,false,
2022-01-13 04:00:00,Germany,Germany,DE,460.72,527.09,51.1,44.68,entsoe.eu,false,
2022-01-13 05:00:00,Germany,Germany,DE,456.72,522.75,51.17,44.91,entsoe.eu,false,
2022-01-13 06:00:00,Germany,Germany,DE,456.15,522.9,50.74,44.96,entsoe.eu,false,
2022-01-13 07:00:00,Germany,Germany,DE,455.96,521.77,51.67,46.03,entsoe.eu,false,
2022-01-13 08:00:00,Germany,Germany,DE,447.75,514.36,51.64,46.01,entsoe.eu,false,
2022-01-13 09:00:00,Germany,Germany,DE,428.69,495.22,52.71,47.13,entsoe.eu,false,
2022-01-13 10:00:00,Germany,Germany,DE,412.15,477.81,54.08,48.62,entsoe.eu,false,
2022-01-13 11:00:00,Germany,Germany,DE,402.07,466.96,55.19,49.79,entsoe.eu,false,
2022-01-13 12:00:00,Germany,Germany,DE,399.62,464.48,55.32,49.88,entsoe.eu,false,
2022-01-13 13:00:00,Germany,Germany,DE,408.17,473.74,54.3,48.73,entsoe.eu,false,
2022-01-13 14:00:00,Germany,Germany,DE,425.17,491.85,52.42,46.56,entsoe.eu,false,
2022-01-13 15:00:00,Germany,Germany,DE,440.09,506.53,51.84,46.1,entsoe.eu,false,
2022-01-13 16:00:00,Germany,Germany,DE,439.26,505.08,52.41,46.79,entsoe.eu,false,
2022-01-13 17:00:00,Germany,Germany,DE,437.17,504.1,51.74,46.03,entsoe.eu,false,
2022-01-13 18:00:00,Germany,Germany,DE,436.11,503.77,51.15,45.34,entsoe.eu,false,
2022-01-13 19:00:00,Germany,Germany,DE,431.82,497.86,52.49,46.52,entsoe.eu,false,
2022-01-13 20:00:00,Germany,Germany,DE,427.09,492.5,53.26,47.11,entsoe.eu,false,
2022-01-13 21:00:00,Germany,Germany,DE,422.17,486.82,54.03,47.84,entsoe.eu,false,
2022-01-13 22:00:00,Germany,Germany,DE,414.48,477.01,56.01,49.76,entsoe.eu,false,
2022-01-13 23:00:00,Germany,Germany,DE,420.63,482.15,56.15,49.84,entsoe.eu,false,
2022-01-14 00:00:00,Germany,Germany,DE,416.55,477.72,56.77,50.34,entsoe.eu,false,
2022-01-14 01:00:00,Germany,Germany,DE,408.6,469.46,57.61,51.04,entsoe.eu,false,
2022-01-14 02:00:00,Germany,Germany,DE,408.36,469.18,57.63,51.02,entsoe.eu,false,
2022-01-14 03:00:00,Germany,Germany,DE,413.91,475.18,56.94,50.48,entsoe.eu,false,
2022-01-14 04:00:00,Germany,Germany,DE,423.4,485.97,55.14,48.94,entsoe.eu,false,
2022-01-14 05:00:00,Germany,Germany,DE,431.94,496.02,53.24,47.44,entsoe.eu,false,
2022-01-14 06:00:00,Germany,Germany,DE,437.93,502.91,52.32,46.71,entsoe.eu,false,
2022-01-14 07:00:00,Germany,Germany,DE,436.53,502.14,52.24,46.57,entsoe.eu,false,
2022-01-14 08:00:00,Germany,Germany,DE,428.02,494.37,52.53,46.9,entsoe.eu,false,
2022-01-14 09:00:00,Germany,Germany,DE,414.29,480.66,53.67,48.08,entsoe.eu,false,
2022-01-14 10:00:00,Germany,Germany,DE,406.27,472.8,54.34,48.73,entsoe.eu,false,
2022-01-14 11:00:00,Germany,Germany,DE,410.1,477.57,53.97,48.37,entsoe.eu,false,
2022-01-14 12:00:00,Germany,Germany,DE,417.75,486.62,52.88,47.19,entsoe.eu,false,
2022-01-14 13:00:00,Germany,Germany,DE,434.25,504.27,51.21,45.38,entsoe.eu,false,
2022-01-14 14:00:00,Germany,Germany,DE,466.05,537.78,48.34,42.25,entsoe.eu,false,
2022-01-14 15:00:00,Germany,Germany,DE,492.6,567.04,45.49,39.25,entsoe.eu,false,
2022-01-14 16:00:00,Germany,Germany,DE,504.57,579.46,44.53,38.14,entsoe.eu,false,
2022-01-14 17:00:00,Germany,Germany,DE,523.06,599.11,43.0,36.45,entsoe.eu,false,
2022-01-14 18:00:00,Germany,Germany,DE,539.85,618.41,40.82,33.97,entsoe.eu,false,
2022-01-14 19:00:00,Germany,Germany,DE,557.87,640.26,37.52,30.21,entsoe.eu,false,
2022-01-14 20:00:00,Germany,Germany,DE,575.93,660.01,35.64,28.05,entsoe.eu,false,
2022-01-14 21:00:00,Germany,Germany,DE,586.86,671.96,34.42,26.37,entsoe.eu,false,
2022-01-14 22:00:00,Germany,Germany,DE,589.55,675.47,33.96,25.57,entsoe.eu,false,
2022-01-14 23:00:00,Germany,Germany,DE,591.37,675.41,35.02,26.23,entsoe.eu,false,
2022-01-15 00:00:00,Germany,Germany,DE,589.46,672.98,35.65,26.57,entsoe.eu,false,
2022-01-15 01:00:00,Germany,Germany,DE,589.68,673.31,35.86,26.72,entsoe.eu,false,
2022-01-15 02:00:00,Germany,Germany,DE,589.3,673.26,35.85,26.6,entsoe.eu,false,
2022-01-15 03:00:00,Germany,Germany,DE,601.3,685.73,35.1,25.86,entsoe.eu,false,
2022-01-15 04:00:00,Germany,Germany,DE,601.95,687.49,34.55,25.54,entsoe.eu,false,
2022-01-15 05:00:00,Germany,Germany,DE,605.47,691.38,34.06,25.12,entsoe.eu,false,
2022-01-15 06:00:00,Germany,Germany,DE,602.11,689.73,32.99,24.36,entsoe.eu,false,
2022-01-15 07:00:00,Germany,Germany,DE,598.54,686.92,32.83,24.28,entsoe.eu,false,
2022-01-15 08:00:00,Germany,Germany,DE,584.63,671.31,34.82,26.38,entsoe.eu,false,
2022-01-15 09:00:00,Germany,Germany,DE,565.31,649.85,37.32,29.22,entsoe.eu,false,
2022-01-15 10:00:00,Germany,Germany,DE,550.42,633.43,38.99,31.1,entsoe.eu,false,
2022-01-15 11:00:00,Germany,Germany,DE,550.98,633.73,39.05,31.07,entsoe.eu,false,
2022-01-15 12:00:00,Germany,Germany,DE,557.73,641.23,38.27,30.22,entsoe.eu,false,
2022-01-15 13:00:00,Germany,Germany,DE,575.29,660.91,36.01,27.84,entsoe.eu,false,
2022-01-15 14:00:00,Germany,Germany,DE,594.98,682.79,33.75,25.55,entsoe.eu,false,
2022-01-15 15:00:00,Germany,Germany,DE,603.11,690.49,33.66,24.99,entsoe.eu,false,
2022-01-15 16:00:00,Germany,Germany,DE,601.22,685.89,35.66,27.93,entsoe.eu,false,
2022-01-15 17:00:00,Germany,Germany,DE,593.99,677.8,36.56,28.9,entsoe.eu,false,
2022-01-15 18:00:00,Germany,Germany,DE,587.95,672.55,36.17,28.38,entsoe.eu,false,
2022-01-15 19:00:00,Germany,Germany,DE,585.24,670.55,35.71,27.61,entsoe.eu,false,
2022-01-15 20:00:00,Germany,Germany,DE,577.63,661.8,36.62,28.38,entsoe.eu,false,
2022-01-15 21:00:00,Germany,Germany,DE,572.46,655.74,37.45,29.18,entsoe.eu,false,
2022-01-15 22:00:00,Germany,Germany,DE,568.27,649.36,39.65,31.02,entsoe.eu,false,
2022-01-15 23:00:00,Germany,Germany,DE,557.31,635.78,42.49,33.65,entsoe.eu,false,
2022-01-16 00:00:00,Germany,Germany,DE,544.49,621.52,44.09,35.02,entsoe.eu,false,
2022-01-16 01:00:00,Germany,Germany,DE,529.65,606.19,44.94,35.69,entsoe.eu,false,
2022-01-16 02:00:00,Germany,Germany,DE,517.14,592.56,46.25,37.32,entsoe.eu,false,
2022-01-16 03:00:00,Germany,Germany,DE,501.09,575.03,47.94,39.18,entsoe.eu,false,
2022-01-16 04:00:00,Germany,Germany,DE,488.83,562.03,49.15,40.7,entsoe.eu,false,
2022-01-16 05:00:00,Germany,Germany,DE,478.3,550.83,50.09,41.07,entsoe.eu,false,
2022-01-16 06:00:00,Germany,Germany,DE,464.11,535.76,51.26,42.46,entsoe.eu,false,
2022-01-16 07:00:00,Germany,Germany,DE,433.72,502.27,54.39,46.36,entsoe.eu,false,
2022-01-16 08:00:00,Germany,Germany,DE,416.0,482.26,56.53,49.14,entsoe.eu,false,
2022-01-16 09:00:00,Germany,Germany,DE,400.02,464.19,58.68,51.96,entsoe.eu,false,
2022-01-16 10:00:00,Germany,Germany,DE,385.64,448.36,60.12,53.67,entsoe.eu,false,
2022-01-16 11:00:00,Germany,Germany,DE,358.44,418.88,62.51,56.21,entsoe.eu,false,
2022-01-16 12:00:00,Germany,Germany,DE,353.65,413.38,62.97,56.61,entsoe.eu,false,
2022-01-16 13:00:00,Germany,Germany,DE,358.17,417.84,62.49,56.06,entsoe.eu,false,
2022-01-16 14:00:00,Germany,Germany,DE,364.28,424.42,61.79,55.29,entsoe.eu,false,
2022-01-16 15:00:00,Germany,Germany,DE,365.82,426.03,61.73,55.23,entsoe.eu,false,
2022-01-16 16:00:00,Germany,Germany,DE,356.9,415.83,62.85,56.55,entsoe.eu,false,
2022-01-16 17:00:00,Germany,Germany,DE,351.29,410.24,62.93,56.67,entsoe.eu,false,
2022-01-16 18:00:00,Germany,Germany,DE,346.84,405.52,63.29,56.98,entsoe.eu,false,
2022-01-16 19:00:00,Germany,Germany,DE,346.99,405.8,63.35,56.89,entsoe.eu,false,
2022-01-16 20:00:00,Germany,Germany,DE,338.45,395.85,64.58,58.2,entsoe.eu,false,
2022-01-16 21:00:00,Germany,Germany,DE,335.66,392.78,64.87,58.47,entsoe.eu,false,
2022-01-16 22:00:00,Germany,Germany,DE,323.08,379.19,66.24,59.87,entsoe.eu,false,
2022-01-16 23:00:00,Germany,Germany,DE,303.57,357.76,68.71,62.37,entsoe.eu,false,
2022-01-17 00:00:00,Germany,Germany,DE,276.63,329.36,71.12,64.72,entsoe.eu,false,
2022-01-17 01:00:00,Germany,Germany,DE,255.99,307.79,73.0,66.59,entsoe.eu,false,
2022-01-17 02:00:00,Germany,Germany,DE,243.15,294.01,74.14,67.81,entsoe.eu,false,
2022-01-17 03:00:00,Germany,Germany,DE,254.99,306.42,72.84,66.7,entsoe.eu,false,
2022-01-17 04:00:00,Germany,Germany,DE,292.86,346.22,69.11,63.14,entsoe.eu,false,
2022-01-17 05:00:00,Germany,Germany,DE,322.33,377.03,65.94,60.25,entsoe.eu,false,
2022-01-17 06:00:00,Germany,Germany,DE,338.02,392.96,64.75,59.38,entsoe.eu,false,
2022-01-17 07:00:00,Germany,Germany,DE,345.69,401.18,63.91,58.7,entsoe.eu,false,
2022-01-17 08:00:00,Germany,Germany,DE,341.06,396.69,64.01,58.86,entsoe.eu,false,
2022-01-17 09:00:00,Germany,Germany,DE,334.38,389.62,64.67,59.61,entsoe.eu,false,
2022-01-17 10:00:00,Germany,Germany,DE,327.21,382.18,65.26,60.29,entsoe.eu,false,
2022-01-17 11:00:00,Germany,Germany,DE,324.91,380.21,65.16,60.15,entsoe.eu,false,
2022-01-17 12:00:00,Germany,Germany,DE,329.94,385.72,64.76,59.67,entsoe.eu,false,
2022-01-17 13:00:00,Germany,Germany,DE,341.26,398.32,63.34,58.12,entsoe.eu,false,
2022-01-17 14:00:00,Germany,Germany,DE,366.59,425.65,60.71,55.31,entsoe.eu,false,
2022-01-17 15:00:00,Germany,Germany,DE,389.84,450.58,58.52,53.07,entsoe.eu,false,
2022-01-17 16:00:00,Germany,Germany,DE,409.28,471.8,56.43,51.04,entsoe.eu,false,
2022-01-17 17:00:00,Germany,Germany,DE,431.05,496.3,53.65,47.98,entsoe.eu,false,
2022-01-17 18:00:00,Germany,Germany,DE,452.78,519.81,51.68,45.79,entsoe.eu,false,
2022-01-17 19:00:00,Germany,Germany,DE,471.94,541.38,49.35,43.04,entsoe.eu,false,
2022-01-17 20:00:00,Germany,Germany,DE,487.65,558.45,47.83,41.14,entsoe.eu,false,
2022-01-17 21:00:00,Germany,Germany,DE,505.76,578.11,46.11,39.04,entsoe.eu,false,
2022-01-17 22:00:00,Germany,Germany,DE,516.2,588.57,45.93,38.93,entsoe.eu,false,
2022-01-17 23:00:00,Germany,Germany,DE,519.61,592.15,45.66,38.47,entsoe.eu,false,
2022-01-18 00:00:00,Germany,Germany,DE,528.58,601.77,44.92,37.62,entsoe.eu,false,
2022-01-18 01:00:00,Germany,Germany,DE,541.78,616.44,43.86,36.59,entsoe.eu,false,
2022-01-18 02:00:00,Germany,Germany,DE,552.11,628.2,42.34,34.89,entsoe.eu,false,
2022-01-18 03:00:00,Germany,Germany,DE,557.43,634.6,41.27,33.97,entsoe.eu,false,
2022-01-18 04:00:00,Germany,Germany,DE,558.16,637.21,39.63,32.44,entsoe.eu,false,
2022-01-18 05:00:00,Germany,Germany,DE,566.45,647.89,37.36,30.71,entsoe.eu,false,
2022-01-18 06:00:00,Germany,Germany,DE,588.13,670.79,35.46,28.82,entsoe.eu,false,
2022-01-18 07:00:00,Germany,Germany,DE,587.14,668.55,36.52,30.05,entsoe.eu,false,
2022-01-18 08:00:00,Germany,Germany,DE,574.99,656.84,36.87,30.03,entsoe.eu,false,
2022-01-18 09:00:00,Germany,Germany,DE,561.69,643.33,37.62,30.68,entsoe.eu,false,
2022-01-18 10:00:00,Germany,Germany,DE,544.86,625.25,39.24,32.42,entsoe.eu,false,
2022-01-18 11:00:00,Germany,Germany,DE,537.32,617.46,39.53,32.65,entsoe.eu,false,
2022-01-18 12:00:00,Germany,Germany,DE,540.41,620.64,39.15,32.15,entsoe.eu,false,
2022-01-18 13:00:00,Germany,Germany,DE,546.37,626.02,39.25,32.15,entsoe.eu,false,
2022-01-18 14:00:00,Germany,Germany,DE,555.48,635.01,38.94,31.7,entsoe.eu,false,
2022-01-18 15:00:00,Germany,Germany,DE,566.16,646.94,38.0,30.61,entsoe.eu,false,
2022-01-18 16:00:00,Germany,Germany,DE,560.5,639.42,39.59,32.9,entsoe.eu,false,
2022-01-18 17:00:00,Germany,Germany,DE,563.37,643.62,38.37,31.8,entsoe.eu,false,
2022-01-18 18:00:00,Germany,Germany,DE,558.39,638.86,38.28,31.71,entsoe.eu,false,
2022-01-18 19:00:00,Germany,Germany,DE,548.46,628.36,39.09,32.72,entsoe.eu,false,
2022-01-18 20:00:00,Germany,Germany,DE,535.83,614.74,39.97,33.46,entsoe.eu,false,
2022-01-18 21:00:00,Germany,Germany,DE,526.78,603.89,41.67,35.17,entsoe.eu,false,
2022-01-18 22:00:00,Germany,Germany,DE,518.76,593.8,43.8,37.0,entsoe.eu,false,
2022-01-18 23:00:00,Germany,Germany,DE,506.07,579.06,45.76,39.02,entsoe.eu,false,
2022-01-19 00:00:00,Germany,Germany,DE,501.73,574.06,46.23,39.4,entsoe.eu,false,
2022-01-19 01:00:00,Germany,Germany,DE,496.63,568.71,46.64,39.7,entsoe.eu,false,
2022-01-19 02:00:00,Germany,Germany,DE,499.53,571.84,46.44,39.52,entsoe.eu,false,
2022-01-19 03:00:00,Germany,Germany,DE,500.87,573.63,46.03,38.85,entsoe.eu,false,
2022-01-19 04:00:00,Germany,Germany,DE,489.97,563.05,46.08,39.26,entsoe.eu,false,
2022-01-19 05:00:00,Germany,Germany,DE,492.29,565.56,45.63,39.17,entsoe.eu,false,
2022-01-19 06:00:00,Germany,Germany,DE,479.46,550.83,47.5,41.54,entsoe.eu,false,
2022-01-19 07:00:00,Germany,Germany,DE,468.96,539.1,48.82,43.03,entsoe.eu,false,
2022-01-19 08:00:00,Germany,Germany,DE,446.33,514.18,51.67,46.19,entsoe.eu,false,
2022-01-19 09:00:00,Germany,Germany,DE,429.63,495.67,54.02,48.64,entsoe.eu,false,
2022-01-19 10:00:00,Germany,Germany,DE,411.71,476.85,55.53,50.24,entsoe.eu,false,
2022-01-19 11:00:00,Germany,Germany,DE,395.91,458.83,57.72,52.47,entsoe.eu,false,
2022-01-19 12:00:00,Germany,Germany,DE,392.52,454.41,58.32,53.15,entsoe.eu,false,
2022-01-19 13:00:00,Germany,Germany,DE,386.23,446.49,59.29,54.13,entsoe.eu,false,
2022-01-19 14:00:00,Germany,Germany,DE,386.7,445.4,59.96,54.77,entsoe.eu,false,
2022-01-19 15:00:00,Germany,Germany,DE,381.08,439.34,60.32,55.07,entsoe.eu,false,
2022-01-19 16:00:00,Germany,Germany,DE,368.7,425.96,61.45,56.34,entsoe.eu,false,
2022-01-19 17:00:00,Germany,Germany,DE,354.92,412.02,62.12,56.95,entsoe.eu,false,
2022-01-19 18:00:00,Germany,Germany,DE,341.5,397.37,63.69,58.43,entsoe.eu,false,
2022-01-19 19:00:00,Germany,Germany,DE,310.5,363.68,67.07,61.63,entsoe.eu,false,
2022-01-19 20:00:00,Germany,Germany,DE,291.0,342.67,69.19,63.3,entsoe.eu,false,
2022-01-19 21:00:00,Germany,Germany,DE,291.36,343.39,69.35,63.21,entsoe.eu,false,
2022-01-19 22:00:00,Germany,Germany,DE,286.74,338.67,69.9,63.82,entsoe.eu,false,
2022-01-19 23:00:00,Germany,Germany,DE,277.73,328.8,71.12,64.91,entsoe.eu,false,
2022-01-20 00:00:00,Germany,Germany,DE,263.12,313.7,72.35,66.07,entsoe.eu,false,
2022-01-20 01:00:00,Germany,Germany,DE,256.57,307.25,72.87,66.27,entsoe.eu,false,
2022-01-20 02:00:00,Germany,Germany,DE,260.6,311.3,72.52,65.87,entsoe.eu,false,
2022-01-20 03:00:00,Germany,Germany,DE,259.66,310.29,72.34,65.59,entsoe.eu,false,
2022-01-20 04:00:00,Germany,Germany,DE,275.56,327.24,70.51,64.04,entsoe.eu,false,
2022-01-20 05:00:00,Germany,Germany,DE,301.92,355.04,67.82,62.22,entsoe.eu,false,
2022-01-20 06:00:00,Germany,Germany,DE,332.82,386.97,65.31,60.02,entsoe.eu,false,
2022-01-20 07:00:00,Germany,Germany,DE,347.71,402.52,63.85,58.62,entsoe.eu,false,
2022-01-20 08:00:00,Germany,Germany,DE,342.53,397.79,64.23,59.02,entsoe.eu,false,
2022-01-20 09:00:00,Germany,Germany,DE,336.39,392.86,63.92,58.78,entsoe.eu,false,
2022-01-20 10:00:00,Germany,Germany,DE,320.9,376.33,65.48,60.46,entsoe.eu,false,
2022-01-20 11:00:00,Germany,Germany,DE,307.55,361.65,66.86,61.85,entsoe.eu,false,
2022-01-20 12:00:00,Germany,Germany,DE,307.84,361.92,66.74,61.58,entsoe.eu,false,
2022-01-20 13:00:00,Germany,Germany,DE,323.89,379.42,65.25,60.03,entsoe.eu,false,
2022-01-20 14:00:00,Germany,Germany,DE,348.83,405.49,63.53,58.2,entsoe.eu,false,
2022-01-20 15:00:00,Germany,Germany,DE,364.94,422.06,62.44,57.21,entsoe.eu,false,
2022-01-20 16:00:00,Germany,Germany,DE,380.76,438.24,61.52,56.39,entsoe.eu,false,
2022-01-20 17:00:00,Germany,Germany,DE,381.36,439.43,60.93,55.8,entsoe.eu,false,
2022-01-20 18:00:00,Germany,Germany,DE,379.76,439.7,59.51,54.16,entsoe.eu,false,
2022-01-20 19:00:00,Germany,Germany,DE,379.74,439.58,59.68,54.17,entsoe.eu,false,
2022-01-20 20:00:00,Germany,Germany,DE,375.01,435.51,59.88,54.04,entsoe.eu,false,
2022-01-20 21:00:00,Germany,Germany,DE,376.0,436.96,59.66,53.57,entsoe.eu,false,
2022-01-20 22:00:00,Germany,Germany,DE,376.47,437.28,59.88,53.66,entsoe.eu,false,
2022-01-20 23:00:00,Germany,Germany,DE,377.63,437.8,60.34,53.8,entsoe.eu,false,
2022-01-21 00:00:00,Germany,Germany,DE,382.33,443.15,59.82,53.25,entsoe.eu,false,
2022-01-21 01:00:00,Germany,Germany,DE,385.18,445.98,59.71,53.11,entsoe.eu,false,
2022-01-21 02:00:00,Germany,Germany,DE,389.76,450.78,59.3,52.65,entsoe.eu,false,
2022-01-21 03:00:00,Germany,Germany,DE,397.82,460.11,58.34,51.68,entsoe.eu,false,
2022-01-21 04:00:00,Germany,Germany,DE,412.7,476.39,56.19,49.84,entsoe.eu,false,
2022-01-21 05:00:00,Germany,Germany,DE,419.3,484.2,55.02,48.94,entsoe.eu,false,
2022-01-21 06:00:00,Germany,Germany,DE,423.75,489.32,54.37,48.61,entsoe.eu,false,
2022-01-21 07:00:00,Germany,Germany,DE,426.79,491.92,54.61,48.99,entsoe.eu,false,
2022-01-21 08:00:00,Germany,Germany,DE,431.48,497.19,54.29,48.7,entsoe.eu,false,
2022-01-21 09:00:00,Germany,Germany,DE,422.07,488.36,54.63,49.13,entsoe.eu,false,
2022-01-21 10:00:00,Germany,Germany,DE,407.92,474.34,55.36,49.73,entsoe.eu,false,
2022-01-21 11:00:00,Germany,Germany,DE,396.86,463.51,55.89,50.38,entsoe.eu,false,
2022-01-21 12:00:00,Germany,Germany,DE,391.39,457.17,56.51,51.02,entsoe.eu,false,
2022-01-21 13:00:00,Germany,Germany,DE,402.08,467.48,55.93,50.39,entsoe.eu,false,
2022-01-21 14:00:00,Germany,Germany,DE,418.44,483.12,55.51,49.93,entsoe.eu,false,
2022-01-21 15:00:00,Germany,Germany,DE,424.89,489.52,55.1,49.5,entsoe.eu,false,
2022-01-21 16:00:00,Germany,Germany,DE,412.09,475.28,56.32,50.87,entsoe.eu,false,
2022-01-21 17:00:00,Germany,Germany,DE,393.38,457.3,56.41,50.81,entsoe.eu,false,
2022-01-21 18:00:00,Germany,Germany,DE,386.95,450.68,56.55,51.02,entsoe.eu,false,
2022-01-21 19:00:00,Germany,Germany,DE,373.39,434.7,59.11,53.41,entsoe.eu,false,
2022-01-21 20:00:00,Germany,Germany,DE,360.4,419.79,61.54,55.65,entsoe.eu,false,
2022-01-21 21:00:00,Germany,Germany,DE,359.48,418.51,61.91,55.74,entsoe.eu,false,
2022-01-21 22:00:00,Germany,Germany,DE,351.32,410.01,62.81,56.49,entsoe.eu,false,
2022-01-21 23:00:00,Germany,Germany,DE,350.04,408.68,63.01,56.56,entsoe.eu,false,
2022-01-22 00:00:00,Germany,Germany,DE,349.87,408.94,62.95,56.41,entsoe.eu,false,
2022-01-22 01:00:00,Germany,Germany,DE,355.01,415.12,62.33,55.64,entsoe.eu,false,
2022-01-22 02:00:00,Germany,Germany,DE,371.36,432.97,60.71,53.9,entsoe.eu,false,
2022-01-22 03:00:00,Germany,Germany,DE,385.13,448.6,59.2,51.99,entsoe.eu,false,
2022-01-22 04:00:00,Germany,Germany,DE,409.44,475.47,56.63,49.09,entsoe.eu,false,
2022-01-22 05:00:00,Germany,Germany,DE,437.99,506.11,53.72,46.32,entsoe.eu,false,
2022-01-22 06:00:00,Germany,Germany,DE,453.65,524.68,51.11,43.94,entsoe.eu,false,
2022-01-22 07:00:00,Germany,Germany,DE,473.9,547.72,47.94,41.06,entsoe.eu,false,
2022-01-22 08:00:00,Germany,Germany,DE,482.07,557.5,46.65,39.86,entsoe.eu,false,
2022-01-22 09:00:00,Germany,Germany,DE,479.43,556.31,46.05,39.27,entsoe.eu,false,
2022-01-22 10:00:00,Germany,Germany,DE,472.94,549.28,46.91,40.25,entsoe.eu,false,
2022-01-22 11:00:00,Germany,Germany,DE,473.09,550.26,46.16,39.37,entsoe.eu,false,
2022-01-22 12:00:00,Germany,Germany,DE,476.14,553.91,45.57,38.86,entsoe.eu,false,
2022-01-22 13:00:00,Germany,Germany,DE,485.79,564.36,44.41,37.57,entsoe.eu,false,
2022-01-22 14:00:00,Germany,Germany,DE,500.85,580.38,42.97,35.83,entsoe.eu,false,
2022-01-22 15:00:00,Germany,Germany,DE,509.56,589.45,42.28,34.41,entsoe.eu,false,
2022-01-22 16:00:00,Germany,Germany,DE,517.0,595.85,42.66,35.78,entsoe.eu,false,
2022-01-22 17:00:00,Germany,Germany,DE,513.5,590.38,44.05,37.35,entsoe.eu,false,
2022-01-22 18:00:00,Germany,Germany,DE,518.91,598.95,41.62,34.63,entsoe.eu,false,
2022-01-22 19:00:00,Germany,Germany,DE,523.39,604.27,40.84,33.73,entsoe.eu,false,
2022-01-22 20:00:00,Germany,Germany,DE,524.61,605.96,40.33,33.02,entsoe.eu,false,
2022-01-22 21:00:00,Germany,Germany,DE,532.96,613.63,40.41,33.03,entsoe.eu,false,
2022-01-22 22:00:00,Germany,Germany,DE,541.32,620.92,41.06,33.21,entsoe.eu,false,
2022-01-22 23:00:00,Germany,Germany,DE,548.55,627.38,41.47,33.23,entsoe.eu,false,
2022-01-23 00:00:00,Germany,Germany,DE,550.56,629.55,41.54,33.36,entsoe.eu,false,
2022-01-23 01:00:00,Germany,Germany,DE,554.23,633.89,41.11,32.78,entsoe.eu,false,
2022-01-23 02:00:00,Germany,Germany,DE,558.75,638.98,40.47,32.15,entsoe.eu,false,
2022-01-23 03:00:00,Germany,Germany,DE,561.29,641.55,40.24,31.88,entsoe.eu,false,
2022-01-23 04:00:00,Germany,Germany,DE,562.27,642.82,40.05,31.68,entsoe.eu,false,
2022-01-23 05:00:00,Germany,Germany,DE,559.81,641.06,39.79,31.31,entsoe.eu,false,
2022-01-23 06:00:00,Germany,Germany,DE,560.92,643.65,38.89,30.45,entsoe.eu,false,
2022-01-23 07:00:00,Germany,Germany,DE,557.65,641.85,37.83,29.83,entsoe.eu,false,
2022-01-23 08:00:00,Germany,Germany,DE,555.12,639.06,38.07,30.38,entsoe.eu,false,
2022-01-23 09:00:00,Germany,Germany,DE,547.79,630.81,39.23,31.8,entsoe.eu,false,
2022-01-23 10:00:00,Germany,Germany,DE,537.84,619.75,40.47,33.3,entsoe.eu,false,
2022-01-23 11:00:00,Germany,Germany,DE,532.29,613.49,41.19,34.01,entsoe.eu,false,
2022-01-23 12:00:00,Germany,Germany,DE,542.52,624.29,40.25,33.1,entsoe.eu,false,
2022-01-23 13:00:00,Germany,Germany,DE,555.55,638.84,38.52,31.36,entsoe.eu,false,
