Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2022-02-10 00:00:00,Germany,Germany,DE,492.15,567.48,47.1,39.49,entsoe.eu,false,
2022-02-10 01:00:00,Germany,Germany,DE,493.88,569.8,46.84,39.16,entsoe.eu,false,
2022-02-10 02:00:00,Germany,Germany,DE,493.17,569.12,46.82,38.78,entsoe.eu,false,
2022-02-10 03:00:00,Germany,Germany,DE,492.88,568.75,46.62,38.48,entsoe.eu,false,
2022-02-10 04:00:00,Germany,Germany,DE,481.83,557.07,47.1,39.39,entsoe.eu,false,
2022-02-10 05:00:00,Germany,Germany,DE,467.01,541.59,47.62,40.14,entsoe.eu,false,
2022-02-10 06:00:00,Germany,Germany,DE,465.12,539.1,48.16,41.61,entsoe.eu,false,
2022-02-10 07:00:00,Germany,Germany,DE,445.8,517.61,50.83,44.68,entsoe.eu,false,
2022-02-10 08:00:00,Germany,Germany,DE,421.0,492.25,52.58,46.58,entsoe.eu,false,
2022-02-10 09:00:00,Germany,Germany,DE,398.23,467.24,55.19,49.27,entsoe.eu,false,
2022-02-10 10:00:00,Germany,Germany,DE,382.03,449.07,57.09,51.41,entsoe.eu,false,
2022-02-10 11:00:00,Germany,Germany,DE,374.86,440.3,58.14,52.6,entsoe.eu,false,
2022-02-10 12:00:00,Germany,Germany,DE,386.87,452.65,56.93,51.33,entsoe.eu,false,
2022-02-10 13:00:00,Germany,Germany,DE,409.96,478.07,53.95,48.15,entsoe.eu,false,
2022-02-10 14:00:00,Germany,Germany,DE,422.95,492.07,52.56,45.88,entsoe.eu,false,
2022-02-10 15:00:00,Germany,Germany,DE,442.15,511.77,51.28,44.21,entsoe.eu,false,
2022-02-10 16:00:00,Germany,Germany,DE,454.33,524.55,50.49,43.6,entsoe.eu,false,
2022-02-10 17:00:00,Germany,Germany,DE,462.36,533.24,49.85,43.62,entsoe.eu,false,
2022-02-10 18:00:00,Germany,Germany,DE,465.61,538.54,48.25,41.93,entsoe.eu,false,
2022-02-10 19:00:00,Germany,Germany,DE,466.1,538.55,48.28,41.78,entsoe.eu,false,
2022-02-10 20:00:00,Germany,Germany,DE,468.32,539.69,49.26,42.65,entsoe.eu,false,
2022-02-10 21:00:00,Germany,Germany,DE,476.42,547.79,49.18,42.41,entsoe.eu,false,
2022-02-10 22:00:00,Germany,Germany,DE,477.75,549.04,49.61,42.5,entsoe.eu,false,
2022-02-10 23:00:00,Germany,Germany,DE,459.44,528.83,52.02,44.32,entsoe.eu,false,
2022-02-11 00:00:00,Germany,Germany,DE,442.52,510.89,53.55,45.68,entsoe.eu,false,
2022-02-11 01:00:00,Germany,Germany,DE,434.65,502.92,54.33,46.47,entsoe.eu,false,
2022-02-11 02:00:00,Germany,Germany,DE,431.18,499.07,54.57,46.55,entsoe.eu,false,
2022-02-11 03:00:00,Germany,Germany,DE,423.48,490.36,55.33,47.35,entsoe.eu,false,
2022-02-11 04:00:00,Germany,Germany,DE,422.66,489.01,55.27,47.66,entsoe.eu,false,
2022-02-11 05:00:00,Germany,Germany,DE,422.87,489.27,54.47,47.75,entsoe.eu,false,
2022-02-11 06:00:00,Germany,Germany,DE,416.88,481.6,55.64,49.25,entsoe.eu,false,
2022-02-11 07:00:00,Germany,Germany,DE,415.57,479.86,55.96,50.01,entsoe.eu,false,
2022-02-11 08:00:00,Germany,Germany,DE,392.67,456.48,57.53,51.74,entsoe.eu,false,
2022-02-11 09:00:00,Germany,Germany,DE,356.43,417.09,61.71,56.1,entsoe.eu,false,
2022-02-11 10:00:00,Germany,Germany,DE,328.37,386.64,64.65,58.97,entsoe.eu,false,
2022-02-11 11:00:00,Germany,Germany,DE,317.13,374.02,65.96,60.64,entsoe.eu,false,
2022-02-11 12:00:00,Germany,Germany,DE,319.07,376.3,65.63,59.6,entsoe.eu,false,
2022-02-11 13:00:00,Germany,Germany,DE,338.46,397.41,63.69,57.54,entsoe.eu,false,
2022-02-11 14:00:00,Germany,Germany,DE,373.7,435.98,59.94,53.33,entsoe.eu,false,
2022-02-11 15:00:00,Germany,Germany,DE,420.71,487.28,54.74,47.35,entsoe.eu,false,
2022-02-11 16:00:00,Germany,Germany,DE,465.79,535.2,50.62,43.66,entsoe.eu,false,
2022-02-11 17:00:00,Germany,Germany,DE,491.87,563.48,48.18,41.89,entsoe.eu,false,
2022-02-11 18:00:00,Germany,Germany,DE,515.18,589.7,45.43,38.9,entsoe.eu,false,
2022-02-11 19:00:00,Germany,Germany,DE,539.91,618.72,41.61,34.53,entsoe.eu,false,
2022-02-11 20:00:00,Germany,Germany,DE,560.17,642.37,38.36,30.86,entsoe.eu,false,
2022-02-11 21:00:00,Germany,Germany,DE,576.27,661.01,35.98,28.29,entsoe.eu,false,
2022-02-11 22:00:00,Germany,Germany,DE,579.57,664.53,36.14,28.15,entsoe.eu,false,
2022-02-11 23:00:00,Germany,Germany,DE,571.44,654.6,38.24,29.74,entsoe.eu,false,
2022-02-12 00:00:00,Germany,Germany,DE,548.1,627.66,41.95,33.28,entsoe.eu,false,
2022-02-12 01:00:00,Germany,Germany,DE,534.65,611.89,44.02,35.37,entsoe.eu,false,
2022-02-12 02:00:00,Germany,Germany,DE,528.14,604.43,44.69,36.24,entsoe.eu,false,
2022-02-12 03:00:00,Germany,Germany,DE,518.68,593.86,45.74,37.53,entsoe.eu,false,
2022-02-12 04:00:00,Germany,Germany,DE,500.96,574.61,47.34,39.01,entsoe.eu,false,
2022-02-12 05:00:00,Germany,Germany,DE,487.4,560.07,48.45,40.55,entsoe.eu,false,
2022-02-12 06:00:00,Germany,Germany,DE,472.93,544.37,49.93,42.89,entsoe.eu,false,
2022-02-12 07:00:00,Germany,Germany,DE,428.33,497.09,54.37,47.73,entsoe.eu,false,
2022-02-12 08:00:00,Germany,Germany,DE,353.81,418.48,62.01,55.69,entsoe.eu,false,
2022-02-12 09:00:00,Germany,Germany,DE,305.9,367.4,67.42,61.37,entsoe.eu,false,
2022-02-12 10:00:00,Germany,Germany,DE,284.36,344.36,69.66,63.88,entsoe.eu,false,
2022-02-12 11:00:00,Germany,Germany,DE,247.33,304.75,73.19,67.27,entsoe.eu,false,
2022-02-12 12:00:00,Germany,Germany,DE,232.69,288.86,74.65,68.67,entsoe.eu,false,
2022-02-12 13:00:00,Germany,Germany,DE,248.29,305.23,73.16,67.14,entsoe.eu,false,
2022-02-12 14:00:00,Germany,Germany,DE,321.3,382.03,66.32,59.91,entsoe.eu,false,
2022-02-12 15:00:00,Germany,Germany,DE,408.12,472.26,58.87,52.38,entsoe.eu,false,
2022-02-12 16:00:00,Germany,Germany,DE,431.48,495.96,56.93,50.41,entsoe.eu,false,
2022-02-12 17:00:00,Germany,Germany,DE,408.5,471.46,58.4,52.1,entsoe.eu,false,
2022-02-12 18:00:00,Germany,Germany,DE,384.78,447.09,59.52,53.24,entsoe.eu,false,
2022-02-12 19:00:00,Germany,Germany,DE,366.9,428.21,60.91,54.53,entsoe.eu,false,
2022-02-12 20:00:00,Germany,Germany,DE,341.13,400.16,63.74,57.2,entsoe.eu,false,
2022-02-12 21:00:00,Germany,Germany,DE,327.94,386.55,65.1,58.29,entsoe.eu,false,
2022-02-12 22:00:00,Germany,Germany,DE,322.6,381.01,65.64,58.72,entsoe.eu,false,
2022-02-12 23:00:00,Germany,Germany,DE,305.96,363.89,67.08,59.93,entsoe.eu,false,
2022-02-13 00:00:00,Germany,Germany,DE,297.49,355.05,67.95,60.78,entsoe.eu,false,
2022-02-13 01:00:00,Germany,Germany,DE,294.97,352.84,68.01,60.66,entsoe.eu,false,
2022-02-13 02:00:00,Germany,Germany,DE,301.42,359.58,67.41,60.02,entsoe.eu,false,
2022-02-13 03:00:00,Germany,Germany,DE,298.25,355.91,67.68,59.79,entsoe.eu,false,
2022-02-13 04:00:00,Germany,Germany,DE,286.05,343.1,68.75,60.77,entsoe.eu,false,
2022-02-13 05:00:00,Germany,Germany,DE,277.59,333.72,69.82,62.06,entsoe.eu,false,
2022-02-13 06:00:00,Germany,Germany,DE,258.35,313.55,71.72,64.41,entsoe.eu,false,
2022-02-13 07:00:00,Germany,Germany,DE,222.21,276.17,75.31,68.2,entsoe.eu,false,
2022-02-13 08:00:00,Germany,Germany,DE,184.7,237.42,79.1,72.66,entsoe.eu,false,
2022-02-13 09:00:00,Germany,Germany,DE,171.17,222.87,80.65,74.26,entsoe.eu,false,
2022-02-13 10:00:00,Germany,Germany,DE,164.7,216.05,81.44,75.3,entsoe.eu,false,
2022-02-13 11:00:00,Germany,Germany,DE,167.22,218.7,81.28,75.38,entsoe.eu,false,
2022-02-13 12:00:00,Germany,Germany,DE,169.63,221.15,80.95,75.07,entsoe.eu,false,
2022-02-13 13:00:00,Germany,Germany,DE,168.77,220.62,80.8,74.26,entsoe.eu,false,
2022-02-13 14:00:00,Germany,Germany,DE,188.68,241.55,78.83,70.99,entsoe.eu,false,
2022-02-13 15:00:00,Germany,Germany,DE,249.44,304.03,73.81,65.66,entsoe.eu,false,
2022-02-13 16:00:00,Germany,Germany,DE,285.67,339.56,71.14,64.36,entsoe.eu,false,
2022-02-13 17:00:00,Germany,Germany,DE,266.22,317.31,73.11,67.06,entsoe.eu,false,
2022-02-13 18:00:00,Germany,Germany,DE,237.01,287.54,74.54,68.43,entsoe.eu,false,
2022-02-13 19:00:00,Germany,Germany,DE,226.59,276.55,75.26,69.23,entsoe.eu,false,
2022-02-13 20:00:00,Germany,Germany,DE,213.61,262.72,76.35,70.29,entsoe.eu,false,
2022-02-13 21:00:00,Germany,Germany,DE,218.88,268.37,76.03,69.8,entsoe.eu,false,
2022-02-13 22:00:00,Germany,Germany,DE,213.07,262.2,76.54,69.77,entsoe.eu,false,
2022-02-13 23:00:00,Germany,Germany,DE,207.97,257.03,76.86,70.33,entsoe.eu,false,
2022-02-14 00:00:00,Germany,Germany,DE,201.13,249.88,77.58,71.1,entsoe.eu,false,
2022-02-14 01:00:00,Germany,Germany,DE,206.45,255.73,77.0,70.55,entsoe.eu,false,
2022-02-14 02:00:00,Germany,Germany,DE,206.09,255.38,76.97,70.44,entsoe.eu,false,
2022-02-14 03:00:00,Germany,Germany,DE,207.5,256.59,76.85,70.24,entsoe.eu,false,
2022-02-14 04:00:00,Germany,Germany,DE,231.62,281.68,74.57,68.32,entsoe.eu,false,
2022-02-14 05:00:00,Germany,Germany,DE,263.54,315.02,71.46,65.74,entsoe.eu,false,
2022-02-14 06:00:00,Germany,Germany,DE,288.54,341.66,69.16,63.69,entsoe.eu,false,
2022-02-14 07:00:00,Germany,Germany,DE,284.09,337.95,69.26,64.02,entsoe.eu,false,
2022-02-14 08:00:00,Germany,Germany,DE,252.03,304.65,72.26,67.31,entsoe.eu,false,
2022-02-14 09:00:00,Germany,Germany,DE,237.23,289.32,73.86,69.16,entsoe.eu,false,
2022-02-14 10:00:00,Germany,Germany,DE,230.48,282.21,74.55,69.92,entsoe.eu,false,
2022-02-14 11:00:00,Germany,Germany,DE,240.97,293.75,73.47,68.77,entsoe.eu,false,
2022-02-14 12:00:00,Germany,Germany,DE,273.5,328.47,70.44,65.62,entsoe.eu,false,
2022-02-14 13:00:00,Germany,Germany,DE,313.24,370.36,66.96,61.95,entsoe.eu,false,
2022-02-14 14:00:00,Germany,Germany,DE,355.26,414.94,63.09,57.59,entsoe.eu,false,
2022-02-14 15:00:00,Germany,Germany,DE,386.66,448.26,59.99,54.1,entsoe.eu,false,
2022-02-14 16:00:00,Germany,Germany,DE,393.38,455.65,59.2,53.01,entsoe.eu,false,
2022-02-14 17:00:00,Germany,Germany,DE,394.0,455.1,59.69,54.09,entsoe.eu,false,
2022-02-14 18:00:00,Germany,Germany,DE,389.07,451.2,59.02,53.29,entsoe.eu,false,
2022-02-14 19:00:00,Germany,Germany,DE,388.42,450.81,58.76,52.96,entsoe.eu,false,
2022-02-14 20:00:00,Germany,Germany,DE,371.92,434.24,59.77,53.58,entsoe.eu,false,
2022-02-14 21:00:00,Germany,Germany,DE,370.78,432.64,60.22,53.87,entsoe.eu,false,
2022-02-14 22:00:00,Germany,Germany,DE,354.53,415.6,61.86,55.25,entsoe.eu,false,
2022-02-14 23:00:00,Germany,Germany,DE,364.29,424.73,61.74,55.08,entsoe.eu,false,
2022-02-15 00:00:00,Germany,Germany,DE,366.11,426.8,61.66,55.03,entsoe.eu,false,
2022-02-15 01:00:00,Germany,Germany,DE,377.73,439.34,60.37,53.35,entsoe.eu,false,
2022-02-15 02:00:00,Germany,Germany,DE,382.28,444.25,60.0,52.61,entsoe.eu,false,
2022-02-15 03:00:00,Germany,Germany,DE,399.97,464.07,57.77,50.54,entsoe.eu,false,
2022-02-15 04:00:00,Germany,Germany,DE,425.21,491.18,55.45,48.56,entsoe.eu,false,
2022-02-15 05:00:00,Germany,Germany,DE,441.31,508.25,53.6,46.77,entsoe.eu,false,
2022-02-15 06:00:00,Germany,Germany,DE,450.06,516.98,53.22,46.34,entsoe.eu,false,
2022-02-15 07:00:00,Germany,Germany,DE,448.05,514.37,53.99,46.94,entsoe.eu,false,
2022-02-15 08:00:00,Germany,Germany,DE,437.33,504.91,54.17,47.5,entsoe.eu,false,
2022-02-15 09:00:00,Germany,Germany,DE,414.94,482.02,55.93,49.8,entsoe.eu,false,
2022-02-15 10:00:00,Germany,Germany,DE,392.34,457.14,58.22,52.23,entsoe.eu,false,
2022-02-15 11:00:00,Germany,Germany,DE,382.04,445.34,59.34,53.84,entsoe.eu,false,
2022-02-15 12:00:00,Germany,Germany,DE,375.48,438.69,59.55,53.84,entsoe.eu,false,
2022-02-15 13:00:00,Germany,Germany,DE,374.63,437.7,59.65,53.98,entsoe.eu,false,
2022-02-15 14:00:00,Germany,Germany,DE,380.21,443.45,58.91,52.61,entsoe.eu,false,
2022-02-15 15:00:00,Germany,Germany,DE,388.65,452.01,58.11,51.51,entsoe.eu,false,
2022-02-15 16:00:00,Germany,Germany,DE,389.25,450.7,58.82,52.2,entsoe.eu,false,
2022-02-15 17:00:00,Germany,Germany,DE,368.25,426.69,61.64,56.29,entsoe.eu,false,
2022-02-15 18:00:00,Germany,Germany,DE,325.23,380.82,65.09,59.79,entsoe.eu,false,
2022-02-15 19:00:00,Germany,Germany,DE,290.93,342.85,69.32,63.66,entsoe.eu,false,
2022-02-15 20:00:00,Germany,Germany,DE,264.61,314.04,72.27,65.98,entsoe.eu,false,
2022-02-15 21:00:00,Germany,Germany,DE,262.63,312.12,72.58,66.39,entsoe.eu,false,
2022-02-15 22:00:00,Germany,Germany,DE,248.17,296.92,74.03,67.49,entsoe.eu,false,
2022-02-15 23:00:00,Germany,Germany,DE,232.67,281.25,75.17,68.42,entsoe.eu,false,
2022-02-16 00:00:00,Germany,Germany,DE,231.28,280.34,75.21,68.22,entsoe.eu,false,
2022-02-16 01:00:00,Germany,Germany,DE,230.31,280.65,75.03,67.95,entsoe.eu,false,
2022-02-16 02:00:00,Germany,Germany,DE,239.83,290.88,73.91,66.61,entsoe.eu,false,
2022-02-16 03:00:00,Germany,Germany,DE,239.6,291.34,73.3,65.28,entsoe.eu,false,
2022-02-16 04:00:00,Germany,Germany,DE,240.11,292.09,73.05,65.01,entsoe.eu,false,
2022-02-16 05:00:00,Germany,Germany,DE,263.72,315.72,71.66,65.29,entsoe.eu,false,
2022-02-16 06:00:00,Germany,Germany,DE,275.11,326.68,70.9,64.78,entsoe.eu,false,
2022-02-16 07:00:00,Germany,Germany,DE,272.08,322.46,71.72,66.23,entsoe.eu,false,
2022-02-16 08:00:00,Germany,Germany,DE,258.89,309.58,72.06,66.91,entsoe.eu,false,
2022-02-16 09:00:00,Germany,Germany,DE,251.8,302.13,72.64,67.57,entsoe.eu,false,
2022-02-16 10:00:00,Germany,Germany,DE,248.51,298.16,73.34,68.4,entsoe.eu,false,
2022-02-16 11:00:00,Germany,Germany,DE,250.09,300.67,72.46,67.44,entsoe.eu,false,
2022-02-16 12:00:00,Germany,Germany,DE,255.86,306.69,71.8,66.85,entsoe.eu,false,
2022-02-16 13:00:00,Germany,Germany,DE,263.89,314.13,71.87,66.87,entsoe.eu,false,
2022-02-16 14:00:00,Germany,Germany,DE,267.29,317.49,71.71,66.68,entsoe.eu,false,
2022-02-16 15:00:00,Germany,Germany,DE,273.85,324.4,71.2,66.22,entsoe.eu,false,
2022-02-16 16:00:00,Germany,Germany,DE,273.24,323.8,71.06,65.98,entsoe.eu,false,
2022-02-16 17:00:00,Germany,Germany,DE,264.47,314.15,71.89,66.89,entsoe.eu,false,
2022-02-16 18:00:00,Germany,Germany,DE,253.66,302.54,72.82,67.7,entsoe.eu,false,
2022-02-16 19:00:00,Germany,Germany,DE,231.63,279.25,74.96,69.54,entsoe.eu,false,
2022-02-16 20:00:00,Germany,Germany,DE,216.99,263.63,76.39,70.43,entsoe.eu,false,
2022-02-16 21:00:00,Germany,Germany,DE,211.46,257.86,76.93,70.64,entsoe.eu,false,
2022-02-16 22:00:00,Germany,Germany,DE,188.74,233.82,79.06,72.91,entsoe.eu,false,
2022-02-16 23:00:00,Germany,Germany,DE,177.37,222.07,80.15,73.55,entsoe.eu,false,
2022-02-17 00:00:00,Germany,Germany,DE,173.88,218.4,80.62,74.25,entsoe.eu,false,
2022-02-17 01:00:00,Germany,Germany,DE,176.52,222.0,80.18,73.61,entsoe.eu,false,
2022-02-17 02:00:00,Germany,Germany,DE,179.56,225.9,79.65,72.16,entsoe.eu,false,
2022-02-17 03:00:00,Germany,Germany,DE,182.3,229.3,79.23,70.96,entsoe.eu,false,
2022-02-17 04:00:00,Germany,Germany,DE,194.2,241.98,77.88,69.16,entsoe.eu,false,
2022-02-17 05:00:00,Germany,Germany,DE,215.03,262.52,76.76,69.76,entsoe.eu,false,
2022-02-17 06:00:00,Germany,Germany,DE,219.39,265.55,77.19,70.94,entsoe.eu,false,
2022-02-17 07:00:00,Germany,Germany,DE,205.03,251.8,77.64,71.73,entsoe.eu,false,
2022-02-17 08:00:00,Germany,Germany,DE,185.05,231.16,79.25,73.73,entsoe.eu,false,
2022-02-17 09:00:00,Germany,Germany,DE,164.16,209.07,81.35,75.76,entsoe.eu,false,
2022-02-17 10:00:00,Germany,Germany,DE,147.74,192.04,82.89,77.33,entsoe.eu,false,
2022-02-17 11:00:00,Germany,Germany,DE,142.25,186.05,83.55,78.04,entsoe.eu,false,
2022-02-17 12:00:00,Germany,Germany,DE,144.21,187.85,83.46,77.75,entsoe.eu,false,
2022-02-17 13:00:00,Germany,Germany,DE,152.03,195.77,82.83,77.15,entsoe.eu,false,
2022-02-17 14:00:00,Germany,Germany,DE,165.91,210.23,81.43,75.51,entsoe.eu,false,
2022-02-17 15:00:00,Germany,Germany,DE,186.68,231.42,79.97,73.86,entsoe.eu,false,
2022-02-17 16:00:00,Germany,Germany,DE,216.58,262.44,77.71,72.4,entsoe.eu,false,
2022-02-17 17:00:00,Germany,Germany,DE,219.75,265.76,77.47,71.88,entsoe.eu,false,
2022-02-17 18:00:00,Germany,Germany,DE,218.27,264.73,77.06,71.01,entsoe.eu,false,
2022-02-17 19:00:00,Germany,Germany,DE,214.14,261.63,76.48,70.08,entsoe.eu,false,
2022-02-17 20:00:00,Germany,Germany,DE,207.9,255.08,77.14,70.53,entsoe.eu,false,
2022-02-17 21:00:00,Germany,Germany,DE,217.35,265.62,76.01,68.99,entsoe.eu,false,
2022-02-17 22:00:00,Germany,Germany,DE,214.88,263.02,76.08,69.15,entsoe.eu,false,
2022-02-17 23:00:00,Germany,Germany,DE,197.89,245.71,77.79,70.56,entsoe.eu,false,
2022-02-18 00:00:00,Germany,Germany,DE,208.24,257.82,76.7,69.31,entsoe.eu,false,
2022-02-18 01:00:00,Germany,Germany,DE,220.16,271.01,75.77,67.9,entsoe.eu,false,
2022-02-18 02:00:00,Germany,Germany,DE,260.02,313.45,71.9,63.55,entsoe.eu,false,
2022-02-18 03:00:00,Germany,Germany,DE,293.1,349.12,68.61,59.63,entsoe.eu,false,
2022-02-18 04:00:00,Germany,Germany,DE,310.33,367.38,67.57,58.48,entsoe.eu,false,
2022-02-18 05:00:00,Germany,Germany,DE,320.96,377.65,67.11,58.26,entsoe.eu,false,
2022-02-18 06:00:00,Germany,Germany,DE,326.75,383.21,66.97,58.78,entsoe.eu,false,
2022-02-18 07:00:00,Germany,Germany,DE,313.29,368.21,68.78,60.84,entsoe.eu,false,
2022-02-18 08:00:00,Germany,Germany,DE,302.53,356.75,69.69,62.3,entsoe.eu,false,
2022-02-18 09:00:00,Germany,Germany,DE,275.74,329.61,70.55,63.56,entsoe.eu,false,
2022-02-18 10:00:00,Germany,Germany,DE,253.53,305.68,72.48,65.81,entsoe.eu,false,
2022-02-18 11:00:00,Germany,Germany,DE,240.47,291.05,73.45,67.35,entsoe.eu,false,
2022-02-18 12:00:00,Germany,Germany,DE,217.91,266.46,75.53,69.36,entsoe.eu,false,
2022-02-18 13:00:00,Germany,Germany,DE,209.81,256.42,77.0,71.0,entsoe.eu,false,
2022-02-18 14:00:00,Germany,Germany,DE,213.77,259.65,77.21,71.38,entsoe.eu,false,
2022-02-18 15:00:00,Germany,Germany,DE,225.17,272.45,75.65,69.86,entsoe.eu,false,
2022-02-18 16:00:00,Germany,Germany,DE,234.11,282.71,74.24,68.55,entsoe.eu,false,
2022-02-18 17:00:00,Germany,Germany,DE,241.02,289.58,74.12,68.4,entsoe.eu,false,
2022-02-18 18:00:00,Germany,Germany,DE,252.11,302.24,72.84,67.26,entsoe.eu,false,
2022-02-18 19:00:00,Germany,Germany,DE,254.77,306.39,71.74,65.94,entsoe.eu,false,
2022-02-18 20:00:00,Germany,Germany,DE,236.12,287.14,73.42,67.31,entsoe.eu,false,
2022-02-18 21:00:00,Germany,Germany,DE,221.19,271.92,75.1,68.56,entsoe.eu,false,
2022-02-18 22:00:00,Germany,Germany,DE,203.67,253.29,77.13,70.38,entsoe.eu,false,
2022-02-18 23:00:00,Germany,Germany,DE,174.9,223.23,79.76,72.87,entsoe.eu,false,
2022-02-19 00:00:00,Germany,Germany,DE,166.33,213.91,80.56,73.63,entsoe.eu,false,
2022-02-19 01:00:00,Germany,Germany,DE,163.78,211.26,80.78,74.04,entsoe.eu,false,
2022-02-19 02:00:00,Germany,Germany,DE,160.56,207.5,81.08,74.45,entsoe.eu,false,
2022-02-19 03:00:00,Germany,Germany,DE,160.28,206.78,81.14,74.63,entsoe.eu,false,
2022-02-19 04:00:00,Germany,Germany,DE,164.37,210.85,80.82,74.78,entsoe.eu,false,
2022-02-19 05:00:00,Germany,Germany,DE,167.44,213.55,80.79,75.03,entsoe.eu,false,
2022-02-19 06:00:00,Germany,Germany,DE,166.8,212.65,80.94,75.33,entsoe.eu,false,
2022-02-19 07:00:00,Germany,Germany,DE,158.69,204.2,81.85,76.53,entsoe.eu,false,
2022-02-19 08:00:00,Germany,Germany,DE,147.32,192.16,83.03,78.18,entsoe.eu,false,
2022-02-19 09:00:00,Germany,Germany,DE,139.38,184.49,83.87,79.47,entsoe.eu,false,
2022-02-19 10:00:00,Germany,Germany,DE,137.29,182.75,84.02,79.68,entsoe.eu,false,
2022-02-19 11:00:00,Germany,Germany,DE,141.48,187.64,83.62,79.25,entsoe.eu,false,
2022-02-19 12:00:00,Germany,Germany,DE,147.19,194.26,83.02,78.4,entsoe.eu,false,
2022-02-19 13:00:00,Germany,Germany,DE,151.29,198.23,82.64,77.9,entsoe.eu,false,
2022-02-19 14:00:00,Germany,Germany,DE,150.96,196.83,82.63,77.38,entsoe.eu,false,
2022-02-19 15:00:00,Germany,Germany,DE,171.02,217.88,80.87,74.67,entsoe.eu,false,
2022-02-19 16:00:00,Germany,Germany,DE,223.67,272.9,77.0,70.63,entsoe.eu,false,
2022-02-19 17:00:00,Germany,Germany,DE,250.81,301.03,75.23,69.3,entsoe.eu,false,
2022-02-19 18:00:00,Germany,Germany,DE,234.42,285.0,75.78,69.51,entsoe.eu,false,
2022-02-19 19:00:00,Germany,Germany,DE,213.65,262.35,77.94,71.51,entsoe.eu,false,
2022-02-19 20:00:00,Germany,Germany,DE,215.72,264.35,78.29,71.74,entsoe.eu,false,
2022-02-19 21:00:00,Germany,Germany,DE,220.71,270.16,78.07,71.14,entsoe.eu,false,
2022-02-19 22:00:00,Germany,Germany,DE,230.17,282.37,76.14,68.78,entsoe.eu,false,
2022-02-19 23:00:00,Germany,Germany,DE,236.3,288.9,75.63,68.05,entsoe.eu,false,
2022-02-20 00:00:00,Germany,Germany,DE,236.67,290.53,74.89,66.98,entsoe.eu,false,
2022-02-20 01:00:00,Germany,Germany,DE,235.82,290.42,74.47,65.75,entsoe.eu,false,
2022-02-20 02:00:00,Germany,Germany,DE,234.02,288.58,74.68,66.1,entsoe.eu,false,
2022-02-20 03:00:00,Germany,Germany,DE,217.82,271.97,76.1,66.16,entsoe.eu,false,
2022-02-20 04:00:00,Germany,Germany,DE,202.83,256.63,77.61,67.5,entsoe.eu,false,
2022-02-20 05:00:00,Germany,Germany,DE,195.74,248.33,78.33,69.19,entsoe.eu,false,
2022-02-20 06:00:00,Germany,Germany,DE,185.95,237.1,79.28,71.04,entsoe.eu,false,
2022-02-20 07:00:00,Germany,Germany,DE,175.19,224.84,80.41,72.93,entsoe.eu,false,
2022-02-20 08:00:00,Germany,Germany,DE,161.73,209.85,81.74,75.29,entsoe.eu,false,
2022-02-20 09:00:00,Germany,Germany,DE,156.86,203.73,82.39,76.3,entsoe.eu,false,
2022-02-20 10:00:00,Germany,Germany,DE,149.35,194.63,83.25,77.51,entsoe.eu,false,
2022-02-20 11:00:00,Germany,Germany,DE,139.41,183.51,84.19,78.59,entsoe.eu,false,
2022-02-20 12:00:00,Germany,Germany,DE,138.07,181.49,84.29,78.82,entsoe.eu,false,
2022-02-20 13:00:00,Germany,Germany,DE,139.62,182.82,84.0,78.14,entsoe.eu,false,
2022-02-20 14:00:00,Germany,Germany,DE,142.39,185.75,83.55,77.29,entsoe.eu,false,
2022-02-20 15:00:00,Germany,Germany,DE,143.08,186.5,83.42,76.8,entsoe.eu,false,
2022-02-20 16:00:00,Germany,Germany,DE,146.34,188.8,83.63,77.25,entsoe.eu,false,
2022-02-20 17:00:00,Germany,Germany,DE,154.82,197.62,83.11,77.34,entsoe.eu,false,
2022-02-20 18:00:00,Germany,Germany,DE,152.35,195.79,82.85,77.26,entsoe.eu,false,
2022-02-20 19:00:00,Germany,Germany,DE,155.13,198.7,82.44,76.92,entsoe.eu,false,
2022-02-20 20:00:00,Germany,Germany,DE,157.8,201.6,82.21,76.69,entsoe.eu,false,
2022-02-20 21:00:00,Germany,Germany,DE,164.78,209.09,81.54,76.01,entsoe.eu,false,
2022-02-20 22:00:00,Germany,Germany,DE,168.87,213.69,81.11,75.82,entsoe.eu,false,
2022-02-20 23:00:00,Germany,Germany,DE,161.68,206.02,81.93,76.16,entsoe.eu,false,
2022-02-21 00:00:00,Germany,Germany,DE,159.86,204.19,82.18,76.02,entsoe.eu,false,
2022-02-21 01:00:00,Germany,Germany,DE,163.96,208.39,81.8,75.73,entsoe.eu,false,
2022-02-21 02:00:00,Germany,Germany,DE,165.55,209.95,81.71,75.32,entsoe.eu,false,
2022-02-21 03:00:00,Germany,Germany,DE,165.24,209.5,81.54,75.18,entsoe.eu,false,
2022-02-21 04:00:00,Germany,Germany,DE,173.34,217.86,80.88,74.6,entsoe.eu,false,
2022-02-21 05:00:00,Germany,Germany,DE,188.29,232.35,80.37,74.72,entsoe.eu,false,
2022-02-21 06:00:00,Germany,Germany,DE,204.34,249.31,79.06,73.79,entsoe.eu,false,
2022-02-21 07:00:00,Germany,Germany,DE,203.01,249.35,78.55,73.26,entsoe.eu,false,
